RawPath,Sample Name,Cell_type
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589183_cell_345.contacts.pairs.txt.gz,GSM3589183,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589184_cell_346.contacts.pairs.txt.gz,GSM3589184,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589185_cell_347.contacts.pairs.txt.gz,GSM3589185,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589186_cell_348.contacts.pairs.txt.gz,GSM3589186,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589187_cell_349.contacts.pairs.txt.gz,GSM3589187,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589188_cell_350.contacts.pairs.txt.gz,GSM3589188,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589189_cell_351.contacts.pairs.txt.gz,GSM3589189,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589190_cell_352.contacts.pairs.txt.gz,GSM3589190,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589191_cell_353.contacts.pairs.txt.gz,GSM3589191,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589192_cell_354.contacts.pairs.txt.gz,GSM3589192,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589193_cell_355.contacts.pairs.txt.gz,GSM3589193,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589194_cell_356.contacts.pairs.txt.gz,GSM3589194,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589195_cell_357.contacts.pairs.txt.gz,GSM3589195,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589196_cell_358.contacts.pairs.txt.gz,GSM3589196,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589197_cell_359.contacts.pairs.txt.gz,GSM3589197,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589198_cell_360.contacts.pairs.txt.gz,GSM3589198,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589199_cell_361.contacts.pairs.txt.gz,GSM3589199,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589200_cell_362.contacts.pairs.txt.gz,GSM3589200,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589201_cell_363.contacts.pairs.txt.gz,GSM3589201,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589202_cell_364.contacts.pairs.txt.gz,GSM3589202,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589203_cell_365.contacts.pairs.txt.gz,GSM3589203,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589204_cell_366.contacts.pairs.txt.gz,GSM3589204,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589205_cell_367.contacts.pairs.txt.gz,GSM3589205,
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589206_cell_368.contacts.pairs.txt.gz,GSM3589206,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589207_cell_369.contacts.pairs.txt.gz,GSM3589207,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589208_cell_370.contacts.pairs.txt.gz,GSM3589208,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589209_cell_371.contacts.pairs.txt.gz,GSM3589209,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589210_cell_372.contacts.pairs.txt.gz,GSM3589210,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589211_cell_373.contacts.pairs.txt.gz,GSM3589211,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589212_cell_374.contacts.pairs.txt.gz,GSM3589212,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589213_cell_375.contacts.pairs.txt.gz,GSM3589213,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589214_cell_376.contacts.pairs.txt.gz,GSM3589214,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589215_cell_377.contacts.pairs.txt.gz,GSM3589215,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589216_cell_378.contacts.pairs.txt.gz,GSM3589216,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589217_cell_379.contacts.pairs.txt.gz,GSM3589217,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589218_cell_380.contacts.pairs.txt.gz,GSM3589218,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589219_cell_381.contacts.pairs.txt.gz,GSM3589219,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589220_cell_382.contacts.pairs.txt.gz,GSM3589220,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589221_cell_383.contacts.pairs.txt.gz,GSM3589221,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589222_cell_384.contacts.pairs.txt.gz,GSM3589222,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589223_cell_385.contacts.pairs.txt.gz,GSM3589223,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589224_cell_386.contacts.pairs.txt.gz,GSM3589224,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589225_cell_387.contacts.pairs.txt.gz,GSM3589225,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589226_cell_388.contacts.pairs.txt.gz,GSM3589226,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589227_cell_389.contacts.pairs.txt.gz,GSM3589227,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589228_cell_390.contacts.pairs.txt.gz,GSM3589228,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589229_cell_391.contacts.pairs.txt.gz,GSM3589229,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589230_cell_392.contacts.pairs.txt.gz,GSM3589230,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589231_cell_393.contacts.pairs.txt.gz,GSM3589231,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589232_cell_394.contacts.pairs.txt.gz,GSM3589232,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589233_cell_395.contacts.pairs.txt.gz,GSM3589233,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589234_cell_396.contacts.pairs.txt.gz,GSM3589234,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589235_cell_397.contacts.pairs.txt.gz,GSM3589235,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589236_cell_398.contacts.pairs.txt.gz,GSM3589236,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589237_cell_399.contacts.pairs.txt.gz,GSM3589237,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589238_cell_400.contacts.pairs.txt.gz,GSM3589238,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589239_cell_401.contacts.pairs.txt.gz,GSM3589239,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589240_cell_402.contacts.pairs.txt.gz,GSM3589240,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589241_cell_403.contacts.pairs.txt.gz,GSM3589241,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589242_cell_404.contacts.pairs.txt.gz,GSM3589242,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589243_cell_405.contacts.pairs.txt.gz,GSM3589243,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589244_cell_406.contacts.pairs.txt.gz,GSM3589244,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589245_cell_407.contacts.pairs.txt.gz,GSM3589245,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589246_cell_408.contacts.pairs.txt.gz,GSM3589246,retina
/store/zlwang/Workspace/data/Dip-C/pairs2019/GSM3589247_cell_409.contacts.pairs.txt.gz,GSM3589247,retina
